year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp
2023,10283119594.000267,10283119594.000267,2651540206.87046,2651540206.87046,7631579387.1298065,7631579387.1298065,96681579387.1298,96681579387.1298,36.462422533369924,2100000000000000.0,2100000000000000.0
2024,10697344087.16504,10487592242.318666,2991457123.871422,2932801101.8347273,7705886963.293618,7554791140.483939,104387466350.42343,102340653284.72885,34.89519054691629,2186977799999999.8,2139899999999999.8
2025,11065082271.15963,10635411640.868542,3362547973.580077,3231976137.62022,7702534297.579554,7403435503.248322,112090000648.00299,107737409311.80603,33.3348405818168,2277558046520399.5,2180558099999999.5
2026,11435115725.2182,10775564946.003235,3766769249.600578,3549510792.983636,7668346475.617622,7226054153.019599,119758347123.6206,112850965243.02551,31.793385574738775,2371889945691181.0,2221988703899999.2
2027,11806573942.257822,10907449333.598719,4206164845.5532637,3885846153.677902,7600409096.704557,7021603179.920816,127358756220.32516,117659804398.57327,30.27906915131208,2470128883461818.5,2264206489274099.0
2028,12068350084.830639,10930676495.644588,4675713742.026068,4234937994.098137,7392636342.804571,6695738501.546452,134751392563.12973,122048487911.9124,28.819427363989913,2572436681557039.5,2307226412570306.5
2029,12323059575.453955,10942524243.978636,5178415513.720413,4598284781.252735,7144644061.733541,6344239462.725901,141896036624.86328,125999619768.52237,27.401438963116075,2678981864033769.0,2351063714409142.0
2030,12569473657.037155,10942483231.95315,5715957797.838782,4976085241.436124,6853515859.198373,5966397990.517026,148749552484.06165,129495436979.26445,26.023556811476848,2789939934878319.5,2395733924982915.5
2031,12806205649.818771,10929973213.600725,6216876611.14029,5306044326.485249,6589329038.67848,5623928887.115477,155338881522.7401,132580239651.1002,24.98664381473836,2903214620967106.5,2439815429202601.0
2032,13033984432.80741,10906255109.453854,6746414534.174623,5645097887.230453,6287569898.632788,5261157222.223401,161626451421.3729,135241784331.14516,23.957385156609973,3018717504990680.0,2483244143842407.5
2033,13231059892.277365,10854077488.17609,7525254294.843468,6173329566.9030485,5705805597.433898,4680747921.273042,167332257018.8068,137270732559.65065,22.236093354807682,3136351130222557.5,2525955943116497.0
2034,13352180886.079693,10738665577.961782,8343651067.072455,6710490164.33766,5008529819.0072365,4028175413.6241226,172340786837.81403,138607324981.90906,20.655320488885618,3256008947634718.0,2567886811772230.5
2035,13446961718.078762,10602837547.012888,9217110793.16585,7267628958.991299,4229850924.912914,3335208588.0215893,176570637762.72693,139224742884.01086,19.156831432865882,3377575297703607.5,2608973000760586.0
2036,13512772917.754179,10445812969.444899,10148297649.225107,7844964157.044473,3364475268.5290728,2600848812.400426,179935113031.256,139095694777.11697,17.730571101744864,3500925428399838.0,2649151184972299.0
2037,13546821698.741228,10266797828.02668,11139958203.275541,8442696097.219967,2406863495.4656863,1824101730.806713,182341976526.7217,138192429943.6665,16.368281927045896,3625925550709803.0,2688358622509889.0
2038,13546144521.057938,10064984913.699318,12190710346.18854,9057877356.241522,1355434174.8693972,1007107557.4577961,183697410701.5911,136489882012.03278,15.068638781908604,3752432932877891.5,2726533314949529.5
2039,13507723298.115477,9839644489.322449,13290795620.821407,9681624430.91883,216927677.2940703,158020058.40361786,183914338378.88516,133971629874.12202,13.837722257256315,3880296034384485.0,2763614168032843.5
2040,13428729736.159466,9590296039.024721,14442386005.595083,10314211397.863508,-1013656269.4356167,-723915358.8387871,182900682109.44955,130620819811.86908,12.66415965053091,4009354680488112.5,2799541152217270.0
2041,13306131104.325966,9316412437.215504,15577755222.343004,10906911359.843147,-2271624118.0170374,-1590498922.6276436,180629057991.43253,126469128343.91066,11.595320083882063,4140252092096688.0,2834255462504764.0
2042,13134273211.25885,9015769139.434042,16764278337.156406,11507516315.97369,-3630005125.897557,-2491747176.539648,176999052865.53497,121497594337.09827,10.558107501307326,4272889208119097.5,2867699676962320.5
2043,12915977759.508747,8692082771.210623,17999304216.191505,12113015753.387877,-5083326456.682758,-3420932982.1772537,171915726408.8522,115694355583.60535,9.551242889389203,4407160478595033.0,2899817913344299.0
2044,12789771556.180738,8438381974.814182,19327850869.192234,12752048593.680416,-6538079313.011496,-4313666618.866234,165377647095.8407,109112172188.58997,8.556442628572098,4542953907261503.0,2930555983225748.5
2045,12617244635.117268,8161326357.406144,20715727576.374176,13399741256.608877,-8098482941.256909,-5238414899.202733,157279164154.5838,101734302932.74821,7.592258759666118,4680151115260800.0,2959861543058006.0
2046,12395274922.881681,7860536943.834346,22165099651.215816,14056129110.175995,-9769824728.334137,-6195592166.341649,147509339426.24966,93543920512.82327,6.655027125860829,4818627426459137.0,2987684241562751.5
2047,12120358832.136059,7535487527.468346,23678194566.975796,14721242357.885654,-11557835734.839737,-7185754830.417309,135951503691.40993,84523971162.54669,5.741633016269863,4958251974768217.0,3013975862888503.5
