simulation,depletion_year
213,2051
214,2059
215,2053
216,2057
217,2068
218,2059
219,2061
220,2052
221,2059
222,2055
223,2054
224,2056
225,2050
226,2054
227,2058
228,2059
229,2054
230,2052
231,2054
232,2053
233,2060
234,2061
235,2061
236,2053
237,2070
238,2051
239,2055
240,2055
241,2050
242,2062
243,2060
244,2051
245,2057
246,2057
247,2056
248,2054
249,2061
250,2051
251,2055
252,2049
253,2054
254,2053
255,2053
256,2060
257,2063
258,2050
259,2051
260,2059
261,2052
262,2054
263,2056
264,2051
265,2065
266,2060
267,2056
268,2054
269,2052
270,2056
271,2051
272,2054
273,2052
274,2061
275,2054
276,2055
277,2057
278,2055
279,2056
280,2055
281,2051
282,2060
283,2055
284,2056
285,2053
286,2057
287,2055
288,2053
289,2053
290,2050
291,2054
292,2052
293,2054
294,2057
295,2058
296,2055
297,2058
298,2052
299,2053
300,2056
301,2052
302,2070
303,2054
304,2060
305,2060
306,2057
307,2054
308,2058
309,2058
310,2053
311,2054
312,2056
313,2050
314,2053
315,2054
316,2052
317,2052
318,2057
319,2054
320,2064
321,2055
322,2053
323,2051
324,2052
325,2056
326,2052
327,2056
328,2056
329,2052
330,2051
331,2057
332,2052
333,2052
334,2054
335,2056
336,2054
337,2059
338,2054
339,2066
340,2064
341,2053
342,2051
343,2053
344,2060
345,2054
346,2051
347,2049
348,2049
349,2060
350,2057
351,2051
352,2053
353,2065
354,2052
355,2050
356,2051
357,2060
358,2057
359,2065
360,2055
361,2056
362,2056
363,2052
364,2053
365,2050
366,2052
367,2059
368,2050
369,2052
370,2054
371,2052
372,2058
373,2056
374,2050
375,2049
376,2061
377,2052
378,2060
379,2052
380,2054
381,2057
382,2056
383,2054
384,2052
385,2052
386,2057
387,2063
388,2055
389,2057
390,2058
391,2050
392,2053
393,2056
394,2054
395,2056
396,2054
397,2052
398,2055
399,2055
400,2058
401,2053
402,2052
403,2054
404,2051
405,2054
406,2055
407,2052
408,2054
409,2062
410,2053
411,2062
412,2054
413,2051
414,2056
415,2054
416,2066
417,2062
418,2052
419,2052
420,2057
421,2057
422,2053
423,2056
424,2057
425,2052
426,2056
427,2054
428,2056
429,2056
430,2055
431,2050
432,2058
433,2050
434,2060
435,2052
436,2053
437,2056
438,2067
439,2051
440,2052
441,2050
442,2052
443,2062
444,2053
445,2056
446,2053
447,2053
448,2052
449,2060
450,2055
451,2054
452,2055
453,2052
454,2056
455,2053
456,2050
457,2060
458,2054
459,2050
460,2056
461,2051
462,2058
463,2058
464,2055
465,2053
466,2058
467,2057
468,2056
469,2054
470,2051
471,2056
472,2067
473,2049
474,2062
475,2053
476,2058
477,2056
478,2051
479,2052
480,2053
481,2056
482,2056
483,2051
484,2054
485,2055
486,2059
487,2051
488,2064
489,2057
490,2054
491,2059
492,2058
493,2055
494,2055
495,2050
496,2056
497,2056
498,2054
499,2056
500,2054
501,2050
502,2053
503,2066
504,2057
505,2055
506,2057
507,2054
508,2062
509,2058
510,2059
511,2057
512,2056
513,2050
514,2064
515,2053
516,2065
517,2054
518,2055
519,2054
520,2055
521,2051
522,2051
523,2055
524,2053
525,2056
526,2056
527,2057
528,2057
529,2050
530,2048
531,2049
532,2054
533,2052
534,2051
535,2052
536,2056
537,2053
538,2053
539,2052
540,2057
541,2054
542,2072
543,2061
544,2051
545,2050
546,2056
547,2056
548,2055
549,2051
550,2059
551,2060
552,2056
553,2054
554,2054
555,2051
556,2051
557,2054
558,2058
559,2055
560,2057
561,2053
562,2053
563,2057
564,2055
565,2059
566,2061
567,2055
568,2056
569,2053
570,2061
571,2054
572,2053
573,2052
574,2052
575,2056
576,2053
577,2056
578,2057
579,2060
580,2058
581,2059
582,2057
583,2059
584,2055
585,2051
586,2055
587,2059
588,2052
589,2064
590,2052
591,2059
592,2050
593,2049
594,2055
595,2059
596,2053
597,2057
598,2050
599,2053
600,2051
601,2051
602,2050
603,2055
604,2052
605,2060
606,2057
607,2054
608,2053
609,2054
610,2067
611,2054
612,2052
613,2053
614,2050
615,2061
616,2051
617,2053
618,2053
619,2056
620,2054
621,2053
622,2056
623,2054
624,2051
625,2052
626,2056
627,2054
628,2058
629,2052
630,2054
631,2055
632,2054
633,2054
634,2052
635,2052
636,2051
637,2051
638,2052
639,2049
640,2052
641,2055
642,2070
643,2059
644,2055
645,2056
646,2055
647,2054
648,2056
649,2059
650,2054
651,2052
652,2056
653,2056
654,2052
655,2052
656,2057
657,2053
658,2057
659,2051
660,2059
661,2058
662,2062
663,2057
664,2055
665,2048
666,2054
667,2057
668,2050
669,2056
670,2052
671,2056
672,2055
673,2053
674,2057
675,2051
676,2057
677,2060
678,2056
679,2060
680,2059
681,2062
682,2055
683,2053
684,2052
685,2051
686,2054
687,2060
688,2053
689,2053
690,2054
691,2057
692,2050
693,2057
694,2059
695,2053
696,2054
697,2052
698,2062
699,2059
700,2052
701,2054
702,2060
703,2053
704,2054
705,2052
706,2051
707,2051
708,2055
709,2061
710,2051
711,2054
712,2059
713,2058
714,2052
715,2059
716,2050
717,2060
718,2055
719,2057
720,2055
721,2058
722,2061
723,2054
724,2054
725,2052
726,2049
727,2061
728,2064
729,2053
730,2054
731,2051
732,2052
733,2049
734,2053
735,2059
736,2053
737,2047
738,2056
739,2056
740,2053
741,2054
742,2054
743,2063
744,2074
745,2054
746,2054
747,2053
748,2054
749,2054
750,2055
751,2058
752,2050
753,2050
754,2062
755,2052
756,2050
757,2061
758,2056
759,2052
760,2057
761,2049
762,2052
763,2053
764,2052
765,2053
766,2054
767,2051
768,2062
769,2056
770,2051
771,2054
772,2056
773,2059
774,2055
775,2054
776,2062
777,2053
778,2058
779,2060
780,2053
781,2052
782,2070
783,2057
784,2051
785,2061
786,2057
787,2053
788,2054
789,2054
790,2055
791,2056
792,2053
793,2051
794,2057
795,2059
796,2058
797,2051
798,2052
799,2054
800,2052
801,2058
802,2056
803,2056
804,2051
805,2055
806,2058
807,2052
808,2056
809,2053
810,2057
811,2055
812,2056
813,2051
814,2054
815,2056
816,2058
817,2054
818,2052
819,2056
820,2052
821,2055
822,2051
823,2056
824,2053
825,2052
826,2053
827,2054
828,2060
829,2053
830,2050
831,2053
832,2050
833,2054
834,2058
835,2051
836,2057
837,2064
838,2055
839,2061
840,2051
841,2057
842,2059
843,2053
844,2055
845,2054
846,2052
847,2054
848,2057
849,2055
850,2054
851,2053
852,2050
853,2055
854,2055
855,2051
856,2054
857,2050
858,2059
859,2051
860,2054
861,2050
862,2054
863,2054
864,2064
865,2056
866,2051
867,2052
868,2053
869,2048
870,2051
871,2056
872,2063
873,2055
874,2058
875,2060
876,2057
877,2052
878,2049
879,2053
880,2051
881,2053
882,2056
883,2058
884,2051
885,2065
886,2053
887,2051
888,2060
889,2055
890,2051
891,2054
892,2050
893,2055
894,2056
895,2061
896,2054
897,2062
898,2059
899,2057
900,2055
901,2061
902,2052
903,2056
904,2051
905,2054
906,2055
907,2052
908,2051
909,2057
910,2055
911,2058
912,2057
913,2061
914,2054
915,2054
916,2054
917,2053
918,2053
919,2053
920,2056
921,2059
922,2062
923,2056
924,2052
925,2063
926,2059
927,2055
928,2050
929,2053
930,2059
931,2050
932,2054
933,2052
934,2055
935,2058
936,2054
937,2053
938,2056
939,2051
940,2055
941,2060
942,2057
943,2052
944,2050
945,2063
946,2054
947,2054
948,2055
949,2052
950,2053
951,2056
952,2055
953,2057
954,2048
955,2061
956,2054
957,2056
958,2050
959,2057
960,2055
961,2056
962,2057
963,2052
964,2055
965,2051
966,2056
967,2051
968,2055
969,2064
970,2050
971,2054
972,2066
973,2054
974,2051
975,2052
976,2053
977,2056
978,2053
979,2057
980,2057
981,2057
982,2050
983,2055
984,2054
985,2050
986,2056
987,2052
988,2059
989,2053
990,2056
991,2054
992,2055
993,2051
994,2053
995,2056
996,2056
997,2051
998,2055
999,2052
