year,mean_reserve,median_reserve,p5_reserve,p95_reserve,mean_balance,median_balance,p5_balance,p95_balance
2023,96575816510.53029,96566743612.59515,89083178456.91055,103749016593.75761,7525816510.5302725,7516743612.595146,33178456.91054618,14699016593.75761
2024,104186204385.52168,103939680089.50645,92781132289.30464,116493896009.52504,7610387874.991418,7745805980.244272,-1617955116.920112,16998722607.317202
2025,111777662938.05832,111059303672.91678,96764035746.8249,128411483245.38242,7591458552.536617,7526413448.227491,-2268787751.138148,17820429095.153126
2026,119172420344.82304,118224677382.80905,100772041107.54321,139479500995.3977,7394757406.764739,7451167523.765366,-2785666751.1919208,17494178370.848763
2027,126434989003.14748,125681374747.45117,105827676094.25906,150038531997.37512,7262568658.324419,7114447082.236953,-3410079574.7346516,18211880128.274376
2028,133636027330.01318,132385914469.08292,108767840904.99236,161196263708.47888,7201038326.865719,7447011703.075239,-4382429700.266281,18695198124.36632
2029,140549757573.3757,138945061413.50348,112467649175.1084,172741918130.33508,6913730243.362522,7112459370.899076,-5569582178.548524,19865397072.696537
2030,147322164897.29388,146567599326.6283,114975851418.90155,183131017867.13892,6772407323.9181795,6750070868.604208,-5584867468.102945,19171922040.669895
2031,153706736403.43338,152160590054.43127,119286478182.8824,192776989872.03778,6384571506.139467,6264677755.783066,-7424040963.191435,19874038277.575386
2032,159804631340.196,158126571003.8366,121422106021.34569,202088579672.61972,6097894936.762662,5875407216.182889,-7753257733.42102,20040921466.75491
2033,164912396140.81094,162336276336.67346,126220834657.8772,210948534118.63058,5107764800.614939,5192723885.341341,-9826630850.160969,20200377812.260544
2034,169038595879.15793,166868621787.60852,126936108960.23955,218760556731.13644,4126199738.3469615,3816435507.6632423,-10856297271.002476,19196973862.773396
2035,172970604901.42908,170387212018.44855,127995938161.80478,226006016279.2304,3932009022.2711353,3770220191.4452195,-11209248493.82247,19017022415.694847
2036,175913532343.20413,172608116209.58298,127347503363.95618,231516543484.40677,2942927441.7751026,2496132431.9651613,-12243266534.325298,18955227201.50394
2037,178026511191.939,174529782650.21094,127429412663.50377,238250504773.0725,2112978848.7348628,1685334124.305225,-13674024033.132101,19316478905.54468
2038,178360349819.9179,174500463404.4842,122403721298.574,243102772736.97437,333838627.97889864,205710137.7309699,-15032794376.079443,15560315846.376999
2039,178318594147.75427,174827783114.3696,121813831052.59909,248685013394.70544,-41755672.16364894,-1632236.32478511,-16310698837.691998,16513614170.858042
2040,177142201752.67203,173196625189.0569,115339560711.53615,246056311014.56964,-1176392395.082236,-1630045678.3129125,-16731846627.112314,15695302250.497164
2041,174783429822.29517,169539608459.94208,109261998542.87665,250585671556.70502,-2358771930.3768945,-2595622538.8711414,-18411633196.69053,15560328482.171932
2042,170772008914.96945,166036700164.67273,103656276494.35771,248126799948.7752,-4011420907.325684,-3882191225.8676414,-19973926889.320133,11937518583.88401
2043,165167651043.86642,160625623695.05664,93912142494.45796,249627576677.8247,-5604357871.103053,-5873425303.636548,-20361486775.721745,10600911297.86535
2044,157939936863.97842,153101694893.00537,83090964510.1239,248270465121.1264,-7227714179.887993,-7898514728.664192,-21899710879.215034,9722927539.630661
2045,149298375056.06235,143423386098.2072,70961193225.9471,244573174636.56952,-8641561807.916063,-9169585258.274963,-22466647593.934853,6563766705.569181
2046,139369398142.16226,132119595729.43613,58409608883.070435,240494433851.70828,-9928976913.90009,-10545981266.130144,-24010747387.559853,5718365590.340506
2047,127004896967.54628,119850515829.55856,43728665128.265366,232324665041.0198,-12365830525.89133,-12823185153.8998,-24737271355.066334,1280878655.8593864
2048,113761219678.41403,106059342522.93488,27894157167.31965,221893521342.1065,-13283134557.10985,-14259798299.409199,-25099573052.968338,724594900.9144375
2049,98323872334.08061,91144097012.79576,9613488653.19427,207152092673.97,-15681118197.522535,-16360149655.53452,-26610447686.1476,-3247168529.832789
2050,82415786722.11005,72762578847.82343,0.0,196733866528.24716,-16901542046.06063,-18078423751.64901,-25701553193.85735,-4308529819.0128145
2051,66086472810.77528,53656118234.10393,0.0,178271390409.59158,-18681041157.473625,-19854281365.661346,-25999785098.045597,-9140231695.7229
2052,50614568375.11005,32361339176.500458,0.0,161584414830.7931,-20088882881.724716,-21356673006.922348,-26496952594.77118,-10707743828.857378
2053,36829720482.6093,10011916038.540398,0.0,147159106161.48538,-21649810011.09086,-22849316422.511734,-27018107428.978115,-14112300710.158455
2054,26124803512.478867,0.0,0.0,127373238625.09625,-22818285817.884243,-23927000713.6596,-26423303402.698402,-15437160774.668224
2055,18140994958.01227,0.0,0.0,109061025441.08302,-24290060136.524548,-25033034424.397064,-26565302506.155846,-18641503477.009975
2056,11996619028.013538,0.0,0.0,84872122707.15376,-25679549856.060516,-26155300355.21071,-27226792180.435085,-21673622591.000397
2057,7755495777.277055,0.0,0.0,57429167697.449234,-26858603059.95135,-27305962876.15051,-27426617746.76157,-23989262252.29375
2058,4892593518.708743,0.0,0.0,31260755187.3765,-28145270333.247303,-28449378887.57255,-28449378887.57255,-26418460413.1394
2059,3092374251.3180227,0.0,0.0,1775071422.1104987,-29411516158.366734,-29589780651.830143,-29589780651.830143,-29310599819.703148
2060,1877728503.6918223,0.0,0.0,0.0,-30671499441.76851,-30728880272.890556,-30728880272.890556,-30728880272.890556
2061,1185707737.68465,0.0,0.0,0.0,-31143079744.116993,-31205338743.68855,-31205338743.68855,-31205338743.68855
2062,709983507.79354,0.0,0.0,0.0,-31631461870.39272,-31664252880.835716,-31664252880.835716,-31664252880.835716
2063,407148362.87901294,0.0,0.0,0.0,-32079914329.071022,-32108126055.631664,-32108126055.631664,-32108126055.631664
2064,260889291.4479276,0.0,0.0,0.0,-32521401815.479782,-32539197282.197815,-32539197282.197815,-32539197282.197815
2065,156288066.7071878,0.0,0.0,0.0,-32958950694.155632,-32959626195.62267,-32959626195.62267,-32959626195.62267
2066,66584870.04031035,0.0,0.0,0.0,-33334549297.136765,-33344880742.697975,-33344880742.697975,-33344880742.697975
2067,1889083.7725346603,0.0,0.0,0.0,-33722125704.75541,-33722833254.66849,-33722833254.66849,-33722833254.66849
2068,0.0,0.0,0.0,0.0,-34095343251.07199,-34095351232.162384,-34095351232.162384,-34095351232.162384
2069,0.0,0.0,0.0,0.0,-34464197662.775345,-34464197662.77535,-34464197662.77535,-34464197662.77535
2070,0.0,0.0,0.0,0.0,-34830995799.381294,-34830995799.3813,-34830995799.3813,-34830995799.3813
2071,0.0,0.0,0.0,0.0,-34834152201.29511,-34834152201.29512,-34834152201.29512,-34834152201.29512
2072,0.0,0.0,0.0,0.0,-34802568376.3905,-34802568376.3905,-34802568376.3905,-34802568376.3905
2073,0.0,0.0,0.0,0.0,-34735956666.810196,-34735956666.81021,-34735956666.81021,-34735956666.81021
2074,0.0,0.0,0.0,0.0,-34672823516.25843,-34672823516.25843,-34672823516.25843,-34672823516.25843
2075,0.0,0.0,0.0,0.0,-34619744827.05852,-34619744827.05851,-34619744827.05851,-34619744827.05851
2076,0.0,0.0,0.0,0.0,-34578160778.2624,-34578160778.262405,-34578160778.262405,-34578160778.262405
2077,0.0,0.0,0.0,0.0,-34544759097.32947,-34544759097.32947,-34544759097.32947,-34544759097.32947
