simulation,depletion_year
212,2062
213,2054
214,2058
215,2054
216,2058
217,2053
218,2056
219,2051
220,2054
221,2053
222,2055
223,2052
224,2065
225,2051
226,2058
227,2050
228,2055
229,2057
230,2061
231,2051
232,2052
233,2052
234,2049
235,2061
236,2054
237,2056
238,2053
239,2048
240,2056
241,2061
242,2051
243,2055
244,2054
245,2052
246,2057
247,2058
248,2052
249,2053
250,2051
251,2063
252,2066
253,2056
254,2056
255,2056
256,2051
257,2050
258,2056
259,2056
260,2059
261,2057
262,2048
263,2064
264,2062
265,2062
266,2052
267,2048
268,2055
269,2055
270,2052
271,2056
272,2054
273,2061
274,2070
275,2052
276,2051
277,2053
278,2057
279,2055
280,2063
281,2053
282,2052
283,2055
284,2053
285,2051
286,2053
287,2053
288,2057
289,2058
290,2052
291,2051
292,2054
293,2055
294,2055
295,2051
296,2057
297,2057
298,2056
299,2054
300,2051
301,2057
302,2055
303,2056
304,2051
305,2055
306,2051
307,2049
308,2051
309,2068
310,2051
311,2059
312,2056
313,2053
314,2050
315,2057
316,2051
317,2057
318,2054
319,2057
320,2055
321,2055
322,2057
323,2052
324,2052
325,2060
326,2056
327,2052
328,2053
329,2065
330,2057
331,2052
332,2051
333,2057
334,2055
335,2060
336,2060
337,2052
338,2048
339,2054
340,2055
341,2055
342,2054
343,2061
344,2054
345,2060
346,2057
347,2052
348,2054
349,2054
350,2061
351,2051
352,2055
353,2055
354,2049
355,2054
356,2052
357,2050
358,2059
359,2051
360,2055
361,2052
362,2056
363,2062
364,2052
365,2052
366,2054
367,2057
368,2049
369,2061
370,2052
371,2058
372,2053
373,2052
374,2055
375,2056
376,2058
377,2053
378,2051
379,2053
380,2052
381,2057
382,2054
383,2051
384,2053
385,2056
386,2056
387,2057
388,2056
389,2057
390,2056
391,2056
392,2053
393,2052
394,2058
395,2051
396,2053
397,2054
398,2050
399,2055
400,2055
401,2062
402,2054
403,2054
404,2053
405,2055
406,2053
407,2053
408,2052
409,2060
410,2058
411,2056
412,2056
413,2064
414,2053
415,2057
416,2052
417,2051
418,2055
419,2053
420,2053
421,2050
422,2055
423,2053
424,2049
425,2054
426,2055
427,2060
428,2053
429,2052
430,2054
431,2053
432,2053
433,2051
434,2061
435,2058
436,2058
437,2056
438,2054
439,2058
440,2052
441,2052
442,2057
443,2061
444,2053
445,2051
446,2057
447,2057
448,2050
449,2055
450,2061
451,2059
452,2049
453,2057
454,2055
455,2053
456,2054
457,2060
458,2056
459,2055
460,2055
461,2052
462,2056
463,2059
464,2058
465,2057
466,2055
467,2054
468,2055
469,2056
470,2053
471,2054
472,2062
473,2050
474,2056
475,2058
476,2056
477,2061
478,2054
479,2055
480,2053
481,2058
482,2054
483,2054
484,2059
485,2052
486,2051
487,2052
488,2060
489,2056
490,2056
491,2053
492,2056
493,2052
494,2051
495,2059
496,2058
497,2056
498,2055
499,2053
500,2056
501,2058
502,2056
503,2057
504,2054
505,2057
506,2057
507,2052
508,2053
509,2053
510,2053
511,2060
512,2058
513,2048
514,2054
515,2050
516,2049
517,2049
518,2054
519,2050
520,2052
521,2055
522,2056
523,2053
524,2057
525,2057
526,2055
527,2055
528,2051
529,2056
530,2052
531,2059
532,2051
533,2050
534,2060
535,2052
536,2053
537,2050
538,2056
539,2051
540,2055
541,2058
542,2056
543,2056
544,2052
545,2051
546,2051
547,2054
548,2055
549,2050
550,2051
551,2053
552,2051
553,2055
554,2059
555,2059
556,2054
557,2058
558,2054
559,2053
560,2052
561,2055
562,2057
563,2052
564,2056
565,2054
566,2050
567,2052
568,2060
569,2059
570,2054
571,2060
572,2059
573,2052
574,2055
575,2054
576,2056
577,2063
578,2066
579,2063
580,2054
581,2052
582,2053
583,2057
584,2054
585,2051
586,2054
587,2054
588,2053
589,2058
590,2067
591,2054
592,2055
593,2055
594,2059
595,2051
596,2055
597,2055
598,2055
599,2052
600,2055
601,2056
602,2053
603,2057
604,2051
605,2058
606,2052
607,2051
608,2054
609,2061
610,2049
611,2054
612,2060
613,2053
614,2059
615,2057
616,2054
617,2058
618,2056
619,2054
620,2056
621,2057
622,2055
623,2052
624,2056
625,2052
626,2058
627,2057
628,2052
629,2051
630,2065
631,2055
632,2053
633,2056
634,2057
635,2054
636,2049
637,2049
638,2068
639,2052
640,2050
641,2051
642,2050
643,2053
644,2049
645,2063
646,2056
647,2070
648,2054
649,2052
650,2057
651,2054
652,2052
653,2052
654,2055
655,2056
656,2060
657,2053
658,2055
659,2057
660,2054
661,2060
662,2061
663,2054
664,2057
665,2052
666,2055
667,2058
668,2050
669,2055
670,2051
671,2052
672,2056
673,2050
674,2061
675,2057
676,2054
677,2054
678,2051
679,2052
680,2058
681,2051
682,2054
683,2050
684,2055
685,2052
686,2064
687,2092
688,2053
689,2053
690,2055
691,2052
692,2051
693,2057
694,2055
695,2051
696,2055
697,2057
698,2053
699,2050
700,2054
701,2053
702,2052
703,2057
704,2055
705,2062
706,2051
707,2051
708,2060
709,2055
710,2055
711,2051
712,2057
713,2059
714,2058
715,2054
716,2065
717,2059
718,2050
719,2057
720,2059
721,2050
722,2061
723,2055
724,2051
725,2053
726,2052
727,2053
728,2051
729,2051
730,2055
731,2049
732,2050
733,2054
734,2046
735,2054
736,2059
737,2052
738,2057
739,2058
740,2050
741,2056
742,2052
743,2053
744,2055
745,2054
746,2054
747,2055
748,2055
749,2053
750,2054
751,2051
752,2055
753,2061
754,2056
755,2055
756,2061
757,2048
758,2055
759,2059
760,2052
761,2050
762,2056
763,2051
764,2052
765,2049
766,2051
767,2052
768,2051
769,2057
770,2057
771,2056
772,2051
773,2062
774,2061
775,2059
776,2056
777,2050
778,2050
779,2048
780,2056
781,2052
782,2053
783,2063
784,2056
785,2055
786,2056
787,2052
788,2058
789,2053
790,2055
791,2060
792,2053
793,2058
794,2054
795,2054
796,2059
797,2052
798,2055
799,2055
800,2054
801,2050
802,2052
803,2051
804,2053
805,2054
806,2054
807,2051
808,2053
809,2056
810,2060
811,2053
812,2050
813,2055
814,2053
815,2056
816,2065
817,2053
818,2054
819,2052
820,2051
821,2050
822,2058
823,2060
824,2058
825,2059
826,2053
827,2053
828,2059
829,2057
830,2060
831,2057
832,2053
833,2051
834,2055
835,2058
836,2056
837,2053
838,2052
839,2050
840,2049
841,2051
842,2060
843,2058
844,2055
845,2054
846,2051
847,2054
848,2054
849,2054
850,2052
851,2051
852,2061
853,2053
854,2057
855,2057
856,2054
857,2054
858,2051
859,2054
860,2061
861,2057
862,2051
863,2054
864,2051
865,2054
866,2056
867,2052
868,2056
869,2055
870,2059
871,2055
872,2054
873,2062
874,2059
875,2054
876,2056
877,2052
878,2058
879,2052
880,2051
881,2055
882,2048
883,2054
884,2054
885,2052
886,2055
887,2052
888,2055
889,2050
890,2057
891,2058
892,2056
893,2049
894,2051
895,2052
896,2059
897,2051
898,2050
899,2054
900,2057
901,2059
902,2056
903,2062
904,2052
905,2058
906,2059
907,2054
908,2051
909,2055
910,2055
911,2062
912,2054
913,2056
914,2058
915,2052
916,2053
917,2050
918,2059
919,2055
920,2049
921,2050
922,2058
923,2060
924,2065
925,2059
926,2059
927,2053
928,2052
929,2056
930,2054
931,2056
932,2060
933,2054
934,2053
935,2050
936,2053
937,2059
938,2054
939,2054
940,2055
941,2052
942,2054
943,2052
944,2060
945,2055
946,2055
947,2055
948,2050
949,2053
950,2059
951,2052
952,2053
953,2053
954,2062
955,2052
956,2062
957,2050
958,2053
959,2057
960,2057
961,2056
962,2060
963,2049
964,2064
965,2059
966,2054
967,2057
968,2053
969,2050
970,2063
971,2055
972,2052
973,2053
974,2057
975,2053
976,2067
977,2052
978,2053
979,2056
980,2053
981,2052
982,2054
983,2057
984,2053
985,2058
986,2061
987,2058
988,2055
989,2055
990,2059
991,2062
992,2057
993,2050
994,2049
995,2057
996,2058
997,2064
998,2057
999,2056
