year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp
2023,10297262829.294374,10297262829.294374,2651540206.87046,2651540206.87046,7645722622.423914,7645722622.423914,96695722622.42392,96695722622.42392,36.467756503134915,2100000000000000.0,2100000000000000.0
2024,10713422059.565157,10503354960.357996,2991457123.871422,2932801101.8347273,7721964935.693734,7570553858.523269,104417687558.11766,102370281919.72319,34.90529305096125,2186977799999999.8,2139899999999999.8
2025,11082881000.232859,10652519223.599442,3362547973.580077,3231976137.62022,7720333026.6527815,7420543085.979221,112138020584.77045,107783564575.90393,33.34912140015597,2277558046520399.5,2180558099999999.5
2026,11454685227.105265,10794005724.707376,3766769249.600578,3549510792.983636,7687915977.504686,7244494931.723741,119825936562.27513,112914656280.64917,31.81132918481303,2371889945691181.0,2221988703899999.2
2027,11827960707.378382,10927207398.732851,4206164845.5532637,3885846153.677902,7621795861.825117,7041361245.054949,127447732424.10025,117742004657.45609,30.300222911814156,2470128883461818.5,2264206489274099.0
2028,12091596502.157637,10951731492.035814,4675713742.026068,4234937994.098137,7415882760.131569,6716793497.937677,134863615184.23181,122150131397.40442,28.843428538418838,2572436681557039.5,2307226412570306.5
2029,12348186626.102388,10964836345.873188,5178415513.720413,4598284781.252735,7169771112.381974,6366551564.620453,142033386296.6138,126121582346.3895,27.42796245691193,2678981864033769.0,2351063714409142.0
2030,12596496423.025742,10966008175.938816,5715957797.838782,4976085241.436124,6880538625.186959,5989922934.502692,148913924921.80075,129638533078.0218,26.05231357343217,2789939934878319.5,2395733924982915.5
2031,12835132668.286823,10954662145.330446,6216876611.14029,5306044326.485249,6618256057.146533,5648617818.845198,155532180978.9473,132745218875.72932,25.01773651100658,2903214620967106.5,2439815429202601.0
2032,13064828856.236357,10932064343.18083,6746414534.174623,5645097887.230453,6318414322.061733,5286966455.950377,161850595301.00903,135429337902.74384,23.990609305304176,3018717504990680.0,2483244143842407.5
2033,13263829172.87908,10880959711.805838,7525254294.843468,6173329566.9030485,5738574878.035611,4707630144.902789,167589170179.04465,137481490833.86734,22.270233484851378,3136351130222557.5,2525955943116497.0
2034,13386837334.190828,10766538478.243824,8343651067.072455,6710490164.33766,5043186267.118373,4056048313.906164,172632356446.16302,138841823641.22708,20.690265575395724,3256008947634718.0,2567886811772230.5
2035,13483447823.77898,10631606592.361061,9217110793.16585,7267628958.991299,4266337030.613132,3363977633.3697624,176898693476.77615,139483412575.74924,19.192423466140827,3377575297703607.5,2608973000760586.0
2036,13551016294.061916,10475376343.199656,10148297649.225107,7844964157.044473,3402718644.83681,2630412186.155183,180301412121.61298,139378855887.87015,17.766665735841936,3500925428399838.0,2649151184972299.0
2037,13586733786.925142,10297046202.840433,11139958203.275541,8442696097.219967,2446775583.6495996,1854350105.6204662,182748187705.26257,138500287250.5912,16.40474626300915,3625925550709803.0,2688358622509889.0
2038,13587619218.103132,10095801224.52571,12190710346.18854,9057877356.241522,1396908871.9145923,1037923868.2841873,184145096577.17715,136822519212.00102,15.105362308501624,3752432932877891.5,2726533314949529.5
2039,13550636185.045582,9870904202.161076,13290795620.821407,9681624430.91883,259840564.22417477,189279771.24224472,184404937141.40134,134329004488.8903,13.874634927988202,3880296034384485.0,2763614168032843.5
2040,13472938631.817076,9621868377.231304,14442386005.595083,10314211397.863508,-969447373.7780076,-692343020.632204,183435489767.62332,131002759419.45633,12.701190073202524,4009354680488112.5,2799541152217270.0
2041,13351474733.44014,9348160204.234756,15577755222.343004,10906911359.843147,-2226280488.902864,-1558751155.6083908,181209209278.72046,126875326706.60368,11.632562374507854,4140252092096688.0,2834255462504764.0
2042,13180581123.776539,9047556315.006931,16764278337.156406,11507516315.97369,-3583697213.379869,-2459960000.9667587,177625512065.34058,121927615201.58588,10.595476196052577,4272889208119097.5,2867699676962320.5
2043,12963058230.281633,8723766578.390007,17999304216.191505,12113015753.387877,-5036245985.909872,-3389249174.9978695,172589266079.4307,116147628473.6157,9.58866320644638,4407160478595033.0,2899817913344299.0
