year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp
2040,10859116123.911432,7582402877.33663,14771467713.848593,10314211397.863508,-3912351589.93716,-2731808520.5268784,151680927604.75647,105911557513.86592,10.268507540557536,4009354680488112.5,2799541152217270.0
2041,10816434494.344353,7404510128.4872465,15932707257.092503,10906911359.843147,-5116272762.74815,-3502401231.355901,146564654842.00833,100332459076.35579,9.198979964736662,4140252092096688.0,2834255462504764.0
2042,10762014900.075842,7222800580.405536,17146266282.27098,11507516315.97369,-6384251382.195139,-4284715735.5681543,140180403459.8132,94080440221.64342,8.175564356232933,4272889208119097.5,2867699676962320.5
2043,10701765232.899055,7041534039.318447,18409433247.263252,12113015753.387877,-7707668014.364198,-5071481714.069429,132472735445.449,87164243993.42412,7.19591601034988,4407160478595033.0,2899817913344299.0
2044,10780227501.418638,6954078964.860305,19768251934.39287,12752048593.680416,-8988024432.974232,-5797969628.820111,123484711012.47478,79657171541.20354,6.2466176282201085,4542953907261503.0,2930555983225748.5
2045,10855902549.914108,6865583542.356531,21187752560.051144,13399741256.608877,-10331850010.137035,-6534157714.252346,113152861002.33774,71561108502.61388,5.340484352063086,4680151115260800.0,2959861543058006.0
2046,10928776873.918896,6776148383.349141,22670149776.174778,14056129110.175995,-11741372902.25588,-7279980726.826854,101411488100.08186,62877968785.53969,4.473348835421476,4818627426459137.0,2987684241562751.5
2047,10998605224.752321,6685729333.953933,24217721810.8426,14721242357.885654,-13219116586.09028,-8035513023.931722,88192371513.99158,53609554412.871895,3.6416460723612185,4958251974768217.0,3013975862888503.5
2048,11065129090.545895,6594281607.50689,25832815185.07693,15395108059.844007,-14767686094.531033,-8800826452.337116,73424685419.46054,43757560226.94905,2.8423028962742096,5098887833780542.0,3038690464964189.0
2049,11154751052.415646,6517345059.681068,27028383277.44795,15791773334.671999,-15873632225.032305,-9274428274.99093,57551053194.42824,33625140574.95912,2.129282118122393,5240392168943620.0,3061784512497917.0
2050,11240789666.19936,6438837766.38354,28249332132.466114,16181502546.620905,-17008542466.266756,-9742664780.237366,40542510728.16148,23223159312.859814,1.435167052376689,5382616412408749.0,3083217004085402.0
2051,11323011287.805862,6358759942.202166,29302533465.84258,16455673430.99807,-17979522178.036716,-10096913488.795904,22562988550.124767,12670889759.105871,0.7700012893569774,5527053541219325.0,3103874558012774.0
2052,11390474947.957186,6271221651.716035,30361700202.566807,16716155609.244026,-18971225254.609623,-10444933957.527992,3591763295.5151443,1977506982.7718809,0.11829914897886691,5673675217560791.0,3123739355184055.5
2053,11458257647.255413,6184843707.065633,31437892670.74011,16969286137.02498,-19979635023.484695,-10784442429.959347,0.0,0.0,0.0,5822450329115670.0,3142794165250678.0
2054,11526153509.978662,6099501936.529661,32540222312.99628,17219894637.130676,-21014068803.017616,-11120392700.601015,0.0,0.0,0.0,5973344951845031.0,3161022371409132.0
2055,11593935530.086575,6015069967.731562,33670077368.40801,17468431721.424004,-22076141838.321434,-11453361753.692442,0.0,0.0,0.0,6126322316061783.0,3178407994451882.5
2056,11645906100.026758,5923561676.478314,34799339806.922516,17700300335.28768,-23153433706.89576,-11776738658.809368,0.0,0.0,0.0,6281342775947411.0,3194935716023032.5
2057,11695639161.408337,5832213578.00459,35953997450.40254,17929023734.39247,-24258358288.99421,-12096810156.387882,0.0,0.0,0.0,6438363782660543.0,3210590901031545.0
2058,11742799942.139074,5740912783.998261,37097232051.283714,18136387810.705532,-25354432109.14464,-12395475026.707272,0.0,0.0,0.0,6597339861181997.0,3225359619176290.0
2059,11785186583.695108,5648661862.848089,38231141666.29869,18324257352.22037,-26445955082.603584,-12675595489.372282,0.0,0.0,0.0,6758222591036781.0,3239228665538748.0
2060,11822406974.204445,5555393789.499685,39357055940.89921,18494029568.101227,-27534648966.694763,-12938635778.601542,0.0,0.0,0.0,6920960591028947.0,3252185580200903.0
2061,11853986968.981941,5461013086.850941,39798062621.650085,18334568898.78883,-27944075652.668144,-12873555811.93789,0.0,0.0,0.0,7086205446100355.0,3264543885405666.5
2062,11881570903.45631,5366392871.792754,40215571380.594734,18163638238.199387,-28334000477.13842,-12797245366.406631,0.0,0.0,0.0,7253950101420443.0,3276296243393127.0
2063,11904875719.155638,5271488873.932268,40611828416.63203,17982951414.087185,-28706952697.47639,-12711462540.154917,0.0,0.0,0.0,7424185802400579.0,3287435650620664.0
2064,11923678008.544827,5176288767.959124,40988868575.7163,17794024617.88939,-29065190567.17147,-12617735849.930265,0.0,0.0,0.0,7596902060907626.0,3297955444702650.5
2065,11937618193.864647,5080725940.962033,41348508710.25948,17598187294.37008,-29410890516.394836,-12517461353.408047,0.0,0.0,0.0,7772086622432155.0,3307849311036758.0
