year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp,simulation
2081,7845340425.863225,2487721909.837517,42275862079.054756,13405484356.62836,-34430521653.19153,-10917762446.790844,0.0,0.0,0.0,1.1038003332025306e+16,3422124908727254.0,0
2082,7890757606.549971,2453062247.151516,42282035558.94228,13144550920.720572,-34391277952.39232,-10691488673.569056,0.0,0.0,0.0,1.1281280925463144e+16,3428969158544708.5,0
2083,7939308753.319341,2419760515.9550023,42281360312.71338,12886608825.081358,-34342051559.394043,-10466848309.126356,0.0,0.0,0.0,1.1529920357060352e+16,3435827096861798.0,0
2084,8023798025.446949,2397560144.9073844,42295045571.46997,12638019460.06105,-34271247546.02302,-10240459315.153666,0.0,0.0,0.0,1.1784039801729962e+16,3442698751055521.5,0
2085,8104120338.169779,2374079358.251086,42293891578.42051,12389877097.890406,-34189771240.250736,-10015797739.63932,0.0,0.0,0.0,1.204376003896009e+16,3449584148557632.5,0
2086,8180521131.137585,2349471329.9979157,42275855667.05145,12141758360.943811,-34095334535.913868,-9792287030.945896,0.0,0.0,0.0,1.2309204510218772e+16,3456483316854748.0,0
2087,8253278366.246605,2323889643.284666,42238935018.82198,11893288857.80144,-33985656652.57538,-9569399214.516773,0.0,0.0,0.0,1.2580499377623994e+16,3463396283488457.5,0
2088,8322704571.62444,2297488331.5215673,42181160698.79075,11644138474.63922,-33858456127.16631,-9346650143.117653,0.0,0.0,0.0,1.2857773583906828e+16,3470323076055434.5,0
2089,8394734260.6147,2271933506.664071,41976859990.48684,11360530513.082638,-33582125729.872147,-9088597006.418568,0.0,0.0,0.0,1.3141158913696134e+16,3477263722207545.5,0
2090,8462224219.855435,2245292989.7614465,41789172779.45399,11087975720.317278,-33326948559.59855,-8842682730.555832,0.0,0.0,0.0,1.3430790056153996e+16,3484218249651960.5,0
2091,8527290867.360314,2218193341.3844104,41616076622.312065,10825537148.204733,-33088785754.951748,-8607343806.820322,0.0,0.0,0.0,1.3726804668991632e+16,3491186686151264.5,0
2092,8590590694.440979,2190842593.1325283,41455699095.888885,10572370927.43006,-32865108401.447906,-8381528334.297531,0.0,0.0,0.0,1.4029343443896208e+16,3498169059523567.0,0
2093,8652590894.151712,2163386657.236718,41306547688.023155,10327777566.044561,-32653956793.871445,-8164390908.807843,0.0,0.0,0.0,1.433855017339968e+16,3505165397642614.0,0
2023,7782178260.673192,7782178260.673192,2651540206.87046,2651540206.87046,5130638053.802732,5130638053.802732,94180638053.80273,94180638053.80273,35.51921928612259,2100000000000000.0,2100000000000000.0,1
2024,1363271780.104814,1336540960.8870726,2991457123.871422,2932801101.8347273,-1628185343.7666078,-1596260140.9476547,92552452710.03613,90737698735.32954,30.93892002378377,2186977799999999.8,2139899999999999.8,1
2025,11258335215.789545,10821160338.129128,3362547973.580077,3231976137.62022,7895787242.209467,7589184200.508907,100448239952.2456,96547712372.40062,29.87265631345006,2277558046520399.5,2180558099999999.5,1
2026,5867877502.600956,5529432027.087014,3766769249.600578,3549510792.983636,2101108253.0003777,1979921234.1033783,102549348205.24599,96634541207.04517,27.224749224051926,2371889945691181.0,2221988703899999.2,1
2027,10235663614.023384,9456171012.161524,4206164845.5532637,3885846153.677902,6029498768.47012,5570324858.483622,108578846973.71611,100310071139.90045,25.81421579054495,2470128883461818.5,2264206489274099.0,1
2028,22003050640.792973,19928840875.614067,4675713742.026068,4234937994.098137,17327336898.766903,15693902881.51593,125906183872.48302,114037109881.41833,26.927692929705678,2572436681557039.5,2307226412570306.5,1
2029,23167765302.58638,20572312577.902927,5178415513.720413,4598284781.252735,17989349788.865967,15974027796.650192,143895533661.349,127775115915.68779,27.787560360904255,2678981864033769.0,2351063714409142.0,1
2030,3864048101.076968,3363886405.0463195,5715957797.838782,4976085241.436124,-1851909696.7618148,-1612198836.3898044,142043623964.5872,123657522649.57863,24.850362614345094,2789939934878319.5,2395733924982915.5,1
2031,9041787021.614822,7717078161.299967,6216876611.14029,5306044326.485249,2824910410.4745317,2411033834.8147182,144868534375.0617,123643899177.53883,23.30246254453008,2903214620967106.5,2439815429202601.0,1
2032,20235300623.464428,16931994353.200146,6746414534.174623,5645097887.230453,13488886089.289804,11286896465.969692,158357420464.3515,132506405463.55678,23.47282688636705,3018717504990680.0,2483244143842407.5,1
2033,9282618702.420452,7614980470.919937,7525254294.843468,6173329566.9030485,1757364407.5769846,1441650904.0168886,160114784871.9285,131349891554.56276,21.27699325478529,3136351130222557.5,2525955943116497.0,1
2034,11107184439.109077,8933097912.76756,8343651067.072455,6710490164.33766,2763533372.0366216,2222607748.429899,162878318243.96512,130997011233.29535,19.521228408837857,3256008947634718.0,2567886811772230.5,1
2035,11225388435.859293,8851142174.928295,9217110793.16585,7267628958.991299,2008277642.693444,1583513215.9369965,164886595886.65857,130011955601.52068,17.889184538056757,3377575297703607.5,2608973000760586.0,1
2036,2322528054.0526505,1795389726.1935873,10148297649.225107,7844964157.044473,-7825769595.172457,-6049574430.850885,157060826291.4861,121413127139.26744,15.476568752738425,3500925428399838.0,2649151184972299.0,1
2037,12775962972.730879,9682583252.097488,11139958203.275541,8442696097.219967,1636004769.455336,1239887154.8775215,158696831060.94144,120272364742.39459,14.245729487053099,3625925550709803.0,2688358622509889.0,1
2038,13444350453.829235,9989350422.32295,12190710346.18854,9057877356.241522,1253640107.6406946,931473066.0814285,159950471168.58212,118845556146.86043,13.120685064803553,3752432932877891.5,2726533314949529.5,1
2039,20924432386.6297,15242315176.386948,13290795620.821407,9681624430.91883,7633636765.808292,5560690745.468117,167584107934.3904,122075941869.84108,12.609035058206189,3880296034384485.0,2763614168032843.5,1
2040,4750779966.95459,3392829194.907371,14442386005.595083,10314211397.863508,-9691606038.640493,-6921382202.956137,157892501895.7499,112760913747.86844,10.932577334145565,4009354680488112.5,2799541152217270.0,1
2041,29568333032.079468,20702545574.516144,15577755222.343004,10906911359.843147,13990577809.736464,9795634214.672997,171883079705.48636,120345549653.75969,11.033879866012809,4140252092096688.0,2834255462504764.0,1
2042,19447343730.353493,13349254932.339146,16764278337.156406,11507516315.97369,2683065393.1970854,1841738616.3654556,174566145098.68344,119827571610.2475,10.412982986077868,4272889208119097.5,2867699676962320.5,1
2043,10181751745.711039,6852027045.686449,17999304216.191505,12113015753.387877,-7817552470.480467,-5260988707.701427,166748592628.20297,112217022674.89415,9.264168804825363,4407160478595033.0,2899817913344299.0,1
2044,4900717316.973663,3233374770.5779495,19327850869.192234,12752048593.680416,-14427133552.218573,-9518673823.102467,152321459075.9844,100498015073.85258,7.880930999875329,4542953907261503.0,2930555983225748.5,1
2045,5014090335.455931,3243309359.2618265,20715727576.374176,13399741256.608877,-15701637240.918245,-10156431897.34705,136619821835.06616,88371033861.33195,6.59498061708815,4680151115260800.0,2959861543058006.0,1
2046,9519790204.232391,6037031293.2538185,22165099651.215816,14056129110.175995,-12645309446.983427,-8019097816.922176,123974512388.08273,78619170674.57974,5.59323054436538,4818627426459137.0,2987684241562751.5,1
2047,2885676483.9636884,1794087077.3200374,23678194566.975796,14721242357.885654,-20792518083.012104,-12927155280.565617,103181994305.07063,64150463027.845894,4.357679974848232,4958251974768217.0,3013975862888503.5,1
2048,7965099826.320997,4854974230.98208,25257306568.41237,15395108059.844007,-17292206742.09137,-10540133828.861927,85889787562.97926,52352476982.75169,3.400591719086781,5098887833780542.0,3038690464964189.0,1
2049,11435250879.56128,6833469042.478681,26426239556.012993,15791773334.671999,-14990988676.451712,-8958304292.193317,70898798886.52756,42367653534.03384,2.6828939749921905,5240392168943620.0,3061784512497917.0,1
2050,7779085562.5003,4557470967.728541,27619987868.560837,16181502546.620905,-19840902306.06054,-11624031578.892365,51057896580.46702,29912883650.55257,1.8485850473013778,5382616412408749.0,3083217004085402.0,1
2051,8974836629.771858,5154917776.528188,28649725772.260815,16455673430.99807,-19674889142.488956,-11300755654.469883,31383007437.97806,18025600865.679695,1.0954034145891778,5527053541219325.0,3103874558012774.0,1
2052,9840807691.249237,5541479919.396085,29685296180.861214,16716155609.244026,-19844488489.611977,-11174675689.847942,11538518948.366085,6497482021.60274,0.38869475574932044,5673675217560791.0,3123739355184055.5,1
2053,8228777550.968808,4542868537.78129,30737513018.264668,16969286137.02498,-22508735467.295856,-12426417599.24369,0.0,0.0,0.0,5822450329115670.0,3142794165250678.0,1
2054,7888284026.906404,4269501936.5296617,31815284740.566,17219894637.130676,-23927000713.6596,-12950392700.601015,0.0,0.0,0.0,5973344951845031.0,3161022371409132.0,1
2055,7886934234.9734955,4185069967.731561,32919968659.37056,17468431721.424004,-25033034424.397064,-13283361753.692442,0.0,0.0,0.0,6126322316061783.0,3178407994451882.5,1
2056,7868772808.504798,4093561676.4783144,34024073163.715504,17700300335.28768,-26155300355.21071,-13606738658.809368,0.0,0.0,0.0,6281342775947411.0,3194935716023032.5,1
2057,7847044237.426676,4002213578.00459,35153007113.57718,17929023734.39247,-27305962876.15051,-13926810156.387882,0.0,0.0,0.0,6438363782660543.0,3210590901031545.0,1
2058,7821393618.092165,3910912783.9982615,36270772505.66472,18136387810.705532,-28449378887.57255,-14225475026.707272,0.0,0.0,0.0,6597339861181997.0,3225359619176290.0,1
2059,7789640003.953655,3818661862.8480887,37379420655.7838,18324257352.22037,-29589780651.830143,-14505595489.372282,0.0,0.0,0.0,6758222591036781.0,3239228665538748.0,1
2060,7751371314.38865,3725393789.4996853,38480251587.279205,18494029568.101227,-30728880272.890556,-14768635778.601542,0.0,0.0,0.0,6920960591028947.0,3252185580200903.0,1
2061,7706094689.418959,3631013086.850941,38911433433.107506,18334568898.78883,-31205338743.68855,-14703555811.93789,0.0,0.0,0.0,7086205446100355.0,3264543885405666.5,1
2062,7655387967.689451,3536392871.792754,39319640848.52517,18163638238.199387,-31664252880.835716,-14627245366.406631,0.0,0.0,0.0,7253950101420443.0,3276296243393127.0,1
2063,7598943935.531667,3441488873.9322677,39707069991.16333,17982951414.087185,-32108126055.631664,-14541462540.154917,0.0,0.0,0.0,7424185802400579.0,3287435650620664.0,1
2064,7536513092.073881,3346288767.959124,40075710374.27169,17794024617.88939,-32539197282.197815,-14447735849.930265,0.0,0.0,0.0,7596902060907626.0,3297955444702650.5,1
2065,7467712178.438597,3250725940.9620333,40427338374.061264,17598187294.37008,-32959626195.62267,-14347461353.408047,0.0,0.0,0.0,7772086622432155.0,3307849311036758.0,1
2066,7477281843.974076,3191070250.8598185,40822162586.67205,17421623435.402966,-33344880742.697975,-14230553184.543148,0.0,0.0,0.0,7949725434274463.0,3317111289107660.5,1
2067,7487824827.380432,3132911437.984845,41210658082.04892,17242569778.078228,-33722833254.66849,-14109658340.093384,0.0,0.0,0.0,8129802614811648.0,3325735778459340.0,1
2068,7499362510.660693,3076214522.735862,41594713742.823074,17062018578.621893,-34095351232.162384,-13985804055.886032,0.0,0.0,0.0,8312300423908941.0,3333717544327642.5,1
2069,7509783873.676159,3020087580.904511,41973981536.45151,16879993151.82674,-34464197662.77535,-13859905570.92223,0.0,0.0,0.0,8497199234538371.0,3341051722925163.0,1
2070,7519066059.297624,2964529849.4663877,42350061858.678925,16697289466.097525,-34830995799.3813,-13732759616.631138,0.0,0.0,0.0,8684477505667597.0,3347733826371013.5,1
2071,7543188230.104102,2915725939.419271,42377340431.39922,16380435827.693314,-34834152201.29512,-13464709888.274042,0.0,0.0,0.0,8875883389892511.0,3354429294023755.5,1
2072,7567761660.148653,2867867151.2773805,42370330036.539154,16056594163.165693,-34802568376.3905,-13188727011.888313,0.0,0.0,0.0,9071507859805742.0,3361138152611803.0,1
2073,7592831241.696972,2820948510.5751038,42328787908.50719,15726324924.649014,-34735956666.81021,-12905376414.07391,0.0,0.0,0.0,9271443893035860.0,3367860428917026.5,1
2074,7613644795.184413,2773216986.295911,42286468311.44284,15402550994.48944,-34672823516.25843,-12629334008.193531,0.0,0.0,0.0,9475786516438372.0,3374596149774860.5,1
2075,7637405641.284169,2727325204.5855594,42257150468.342674,15090070759.538347,-34619744827.05851,-12362745554.952787,0.0,0.0,0.0,9684632851260672.0,3381345342074410.0,1
2076,7664177923.620571,2683221189.631971,42242338701.88297,14789001434.214937,-34578160778.262405,-12105780244.582966,0.0,0.0,0.0,9898082159302458.0,3388108032758559.0,1
2077,7694067871.061477,2640868265.6625524,42238826968.390945,14497815666.427979,-34544759097.32947,-11856947400.765427,0.0,0.0,0.0,1.0116235890093484e+16,3394884248824076.0,1
2078,7727181729.064052,2600229488.900256,42243550902.01248,14215134394.746078,-34516369172.94843,-11614904905.845821,0.0,0.0,0.0,1.0339197729111144e+16,3401674017321724.0,1
2079,7763437385.213393,2561205560.063579,42253360575.077675,13939642540.6071,-34489923189.86428,-11378436980.54352,0.0,0.0,0.0,1.0567073647060754e+16,3408477365356367.5,1
2080,7802939238.153118,2523762218.996824,42265420422.80335,13670216821.826122,-34462481184.65023,-11146454602.829298,0.0,0.0,0.0,1.0799971950241974e+16,3415294320087080.0,1
2081,7845340425.863225,2487721909.837517,42275862079.054756,13405484356.62836,-34430521653.19153,-10917762446.790844,0.0,0.0,0.0,1.1038003332025306e+16,3422124908727254.0,1
2082,7890757606.549971,2453062247.151516,42282035558.94228,13144550920.720572,-34391277952.39232,-10691488673.569056,0.0,0.0,0.0,1.1281280925463144e+16,3428969158544708.5,1
2083,7939308753.319341,2419760515.9550023,42281360312.71338,12886608825.081358,-34342051559.394043,-10466848309.126356,0.0,0.0,0.0,1.1529920357060352e+16,3435827096861798.0,1
2084,8023798025.446949,2397560144.9073844,42295045571.46997,12638019460.06105,-34271247546.02302,-10240459315.153666,0.0,0.0,0.0,1.1784039801729962e+16,3442698751055521.5,1
2085,8104120338.169779,2374079358.251086,42293891578.42051,12389877097.890406,-34189771240.250736,-10015797739.63932,0.0,0.0,0.0,1.204376003896009e+16,3449584148557632.5,1
2086,8180521131.137585,2349471329.9979157,42275855667.05145,12141758360.943811,-34095334535.913868,-9792287030.945896,0.0,0.0,0.0,1.2309204510218772e+16,3456483316854748.0,1
2087,8253278366.246605,2323889643.284666,42238935018.82198,11893288857.80144,-33985656652.57538,-9569399214.516773,0.0,0.0,0.0,1.2580499377623994e+16,3463396283488457.5,1
2088,8322704571.62444,2297488331.5215673,42181160698.79075,11644138474.63922,-33858456127.16631,-9346650143.117653,0.0,0.0,0.0,1.2857773583906828e+16,3470323076055434.5,1
2089,8394734260.6147,2271933506.664071,41976859990.48684,11360530513.082638,-33582125729.872147,-9088597006.418568,0.0,0.0,0.0,1.3141158913696134e+16,3477263722207545.5,1
2090,8462224219.855435,2245292989.7614465,41789172779.45399,11087975720.317278,-33326948559.59855,-8842682730.555832,0.0,0.0,0.0,1.3430790056153996e+16,3484218249651960.5,1
2091,8527290867.360314,2218193341.3844104,41616076622.312065,10825537148.204733,-33088785754.951748,-8607343806.820322,0.0,0.0,0.0,1.3726804668991632e+16,3491186686151264.5,1
2092,8590590694.440979,2190842593.1325283,41455699095.888885,10572370927.43006,-32865108401.447906,-8381528334.297531,0.0,0.0,0.0,1.4029343443896208e+16,3498169059523567.0,1
2093,8652590894.151712,2163386657.236718,41306547688.023155,10327777566.044561,-32653956793.871445,-8164390908.807843,0.0,0.0,0.0,1.433855017339968e+16,3505165397642614.0,1
2023,8626388437.444653,8626388437.444653,2651540206.87046,2651540206.87046,5974848230.574192,5974848230.574192,95024848230.57419,95024848230.57419,35.83760411565827,2100000000000000.0,2100000000000000.0,2
2024,12655543442.067255,12407395531.438484,2991457123.871422,2932801101.8347273,9664086318.195831,9474594429.603756,104688934548.77002,102636210341.9314,34.995966919721674,2186977799999999.8,2139899999999999.8,2
2025,8270829929.9084635,7949663523.55677,3362547973.580077,3231976137.62022,4908281956.328386,4717687385.93655,109597216505.0984,105341423015.28105,32.5935027146724,2277558046520399.5,2180558099999999.5,2
2026,14095054112.337551,13282084296.704842,3766769249.600578,3549510792.983636,10328284862.736973,9732573503.721207,119925501367.83537,113008478420.66342,31.837761599161425,2371889945691181.0,2221988703899999.2,2
2027,6665100616.722907,6157522718.765957,4206164845.5532637,3885846153.677902,2458935771.1696434,2271676565.0880547,122384437139.00502,113064302467.69925,29.096443347528147,2470128883461818.5,2264206489274099.0,2
2028,10720082022.82385,9709508571.975368,4675713742.026068,4234937994.098137,6044368280.797782,5474570577.877232,128428805419.8028,116321925938.36667,27.467208752636846,2572436681557039.5,2307226412570306.5,2
2029,6729303448.155964,5975428884.009359,5178415513.720413,4598284781.252735,1550887934.4355507,1377144102.7566242,129979693354.23834,115418247963.90042,25.1002827042079,2678981864033769.0,2351063714409142.0,2
2030,8834719384.55664,7691154885.423435,5715957797.838782,4976085241.436124,3118761586.717858,2715069643.9873114,133098454940.9562,115870214706.63478,23.285415961482617,2789939934878319.5,2395733924982915.5,2
2031,716735406.7987076,611726768.3937244,6216876611.14029,5306044326.485249,-5500141204.341583,-4694317558.091524,127598313736.61462,108903932154.29552,20.524504782347726,2903214620967106.5,2439815429202601.0,2
